Recipe_Name,Ingredients,Label,Category,Recipe Steps,Nutrition Facts
Chicken Tikka,"anchovy, broccoli, tomato, peas",Non-Veg,breakfast,"1. Gather all ingredients: anchovy, broccoli, tomato, peas. 2. Prepare the ingredients for chicken tikka (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Prawn Masala,"chicken, potato, paneer",Non-Veg,"side dish, supper","1. Gather all ingredients: chicken, potato, paneer. 2. Prepare the ingredients for prawn masala (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Masala Dosa,"rice, lentils, cauliflower",Veg,"supper, breakfast, lunch","1. Gather all ingredients: rice, lentils, cauliflower. 2. Prepare the ingredients for masala dosa (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Mutton Biryani,"egg, salami, spinach, beetroot, carrot",Non-Veg,"side dish, supper","1. Gather all ingredients: egg, salami, spinach, beetroot, carrot. 2. Prepare the ingredients for mutton biryani (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Paneer Tikka,"lentils, carrot, cheese, capsicum",Veg,main course,"1. Gather all ingredients: lentils, carrot, cheese, capsicum. 2. Prepare the ingredients for paneer tikka (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Kadhi Chawal,"capsicum, rice, beetroot",Veg,"appetizer, snack, brunch","1. Gather all ingredients: capsicum, rice, beetroot. 2. Prepare the ingredients for kadhi chawal (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Tandoori Chicken,"salami, anchovy, potato, mushroom, cheese",Non-Veg,"breakfast, appetizer, dinner","1. Gather all ingredients: salami, anchovy, potato, mushroom, cheese. 2. Prepare the ingredients for tandoori chicken (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Chana Masala,"tomato, beetroot, beans, capsicum",Veg,"supper, brunch","1. Gather all ingredients: tomato, beetroot, beans, capsicum. 2. Prepare the ingredients for chana masala (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Upma,"lentils, carrot, tomato",Veg,"supper, appetizer, side dish","1. Gather all ingredients: lentils, carrot, tomato. 2. Prepare the ingredients for upma (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Kathi Roll,"chicken, paneer, mushroom, potato",Non-Veg,"side dish, supper, lunch","1. Gather all ingredients: chicken, paneer, mushroom, potato. 2. Prepare the ingredients for kathi roll (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Paneer Tikka,"onion, tomato, cauliflower",Veg,dinner,"1. Gather all ingredients: onion, tomato, cauliflower. 2. Prepare the ingredients for paneer tikka (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Methi Paratha,"beetroot, lentils, tomato",Veg,"lunch, brunch, side dish","1. Gather all ingredients: beetroot, lentils, tomato. 2. Prepare the ingredients for methi paratha (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Chicken Grilled Sandwich,"chicken, bread, butter, onion, cheese",Non-Veg,"lunch, brunch","1. Gather all ingredients: chicken, bread, butter, onion, cheese. 2. Prepare the ingredients for chicken grilled sandwich (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Pakora,"paneer, beans, onion, mushroom, rice",Veg,breakfast,"1. Gather all ingredients: paneer, beans, onion, mushroom, rice. 2. Prepare the ingredients for pakora (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Roti Sabzi,"carrot, spinach, peas, tomato, onion",Veg,"brunch, lunch","1. Gather all ingredients: carrot, spinach, peas, tomato, onion. 2. Prepare the ingredients for roti sabzi (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Mix Veg Curry,"potato, cheese, corn, beans, tomato",Veg,brunch,"1. Gather all ingredients: potato, cheese, corn, beans, tomato. 2. Prepare the ingredients for mix veg curry (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Fish Fry,"salami, bacon, spinach, potato, carrot",Non-Veg,"side dish, main course","1. Gather all ingredients: salami, bacon, spinach, potato, carrot. 2. Prepare the ingredients for fish fry (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Butter Chicken,"bacon, fish, cheese, beetroot, lentils",Non-Veg,"snack, breakfast","1. Gather all ingredients: bacon, fish, cheese, beetroot, lentils. 2. Prepare the ingredients for butter chicken (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Paneer Pasta,"pasta, paneer, tomato, onion, cheese",Veg,snack,"1. Gather all ingredients: pasta, paneer, tomato, onion, cheese. 2. Prepare the ingredients for paneer pasta (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Mutton Biryani,"bacon, lentils, cheese, paneer",Non-Veg,"appetizer, supper","1. Gather all ingredients: bacon, lentils, cheese, paneer. 2. Prepare the ingredients for mutton biryani (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Besan Chilla,"mushroom, lentils, potato",Veg,"snack, lunch, appetizer","1. Gather all ingredients: mushroom, lentils, potato. 2. Prepare the ingredients for besan chilla (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Vada Pav,"capsicum, onion, broccoli, carrot",Veg,"breakfast, lunch, appetizer","1. Gather all ingredients: capsicum, onion, broccoli, carrot. 2. Prepare the ingredients for vada pav (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Chicken Shawarma,"egg, mutton, spinach, potato, lentils",Non-Veg,"side dish, snack","1. Gather all ingredients: egg, mutton, spinach, potato, lentils. 2. Prepare the ingredients for chicken shawarma (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Rajma Chawal,"paneer, onion, potato",Veg,"main course, dinner","1. Gather all ingredients: paneer, onion, potato. 2. Prepare the ingredients for rajma chawal (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Dhokla,"beetroot, peas, spinach",Veg,"supper, side dish","1. Gather all ingredients: beetroot, peas, spinach. 2. Prepare the ingredients for dhokla (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Butter Chicken,"mutton, potato, tomato, paneer",Non-Veg,"snack, dinner, brunch","1. Gather all ingredients: mutton, potato, tomato, paneer. 2. Prepare the ingredients for butter chicken (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Dhokla,"rice, spinach, beans, lentils, onion",Veg,"side dish, supper","1. Gather all ingredients: rice, spinach, beans, lentils, onion. 2. Prepare the ingredients for dhokla (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Kachori,"mushroom, broccoli, beetroot, carrot, tomato",Veg,lunch,"1. Gather all ingredients: mushroom, broccoli, beetroot, carrot, tomato. 2. Prepare the ingredients for kachori (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Egg Bhurji,"mutton, lentils, tomato, corn",Non-Veg,snack,"1. Gather all ingredients: mutton, lentils, tomato, corn. 2. Prepare the ingredients for egg bhurji (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Kachori,"potato, corn, beetroot, tomato",Veg,"main course, supper, dinner","1. Gather all ingredients: potato, corn, beetroot, tomato. 2. Prepare the ingredients for kachori (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Kadhi Chawal,"potato, peas, beetroot",Veg,"dinner, brunch","1. Gather all ingredients: potato, peas, beetroot. 2. Prepare the ingredients for kadhi chawal (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Fish Fry,"turkey, beef, corn, cheese, spinach",Non-Veg,"appetizer, supper, snack","1. Gather all ingredients: turkey, beef, corn, cheese, spinach. 2. Prepare the ingredients for fish fry (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
